year,release_date,category,genre,title,creator,title_image,introduction,country_category,country_name,video,production,distribution,grade,runtime,remake,cast,staff,awards,series,soundtrack,amount,ref_video,
2011,"2012 .03.29 재개봉, 2011 .11.17 개봉",영화,공연실황,모차르트 락 오페라,정성복,https://movie-phinf.pstatic.net/20111224_206/1324653279673cBomN_JPEG/movie_image.jpg,"1막@ ‘모차르트’, 음악가이기 전에 한 남자였던 그, 결코 포기할 수 없었던 불꽃 같은 사랑이 시작된다!@ 음악 신동 ‘모차르트(미켈란젤로 로콩테 분)’가 유럽의 왕실을 순회하며 명성을 알린 후 자신의 나라 오스트리아로 돌아온다. 많은 유혹과 조건들을 뿌리치고 새로운 음악적 영감을 얻고자 어머니와 함께 유럽연주여행을 떠난 그는 여행 중 독일 만하임에서 미모의 여인 ‘알로이지아(멜리사 마르스 분)’를 만나 불꽃같은 사랑에 빠진다.@ ‘알로이지아’와의 만남이 ‘모차르트’의 음악적 성장에 방해가 될 것이라 판단한 아버지 ‘레오폴드(솔라 분)’는 모차르트를 프랑스 파리로 보내버리고, 모차르트는 알로이지아와 뜻하지 않은 이별을 맞이한다. 이후 모차르트는 파리의 음악시장이 날로 어려워져 일자리조차 구할 수 없는 지경에까지 이르고 설상가상으로 늘 함께 하던 어머니의 죽음까지 목도하게 되어 일생일대 최대 위기의 순간을 맞는다.@ 2막@ 세계 최고의 천재 음악가 ‘볼프강 아마데우스 모차르트’ 사랑보다 더 치열했던 세기의 예술적 승부가 펼쳐진다!@ 다시 오스트리아로 돌아온 ‘모차르트’. 자신의 험난했던 경험을 거울삼아 다시 음악에 매진하고 새로운 황제의 총애를 받으며 수많은 명곡들을 탄생시킴과 동시에 오랫동안 자신을 연모하던 ‘콘스탄체(디앙 다씨니 분)’와 결혼, 행복한 미래를 꿈꾼다. 그러나 그를 지켜보며 시기하던 그의 경쟁자 ‘살리에리(플로렌 모스 분)’. 살리에리는 모차르트의 화려한 여성편력과 그의 제멋대로인 성격을 비난하지만, 내심 그의 천재성을 부러워하며 남모를 열등감으로 그를 음해할 방법을 고심하는데…. 모차르트는 살리에리의 시기와 질투 속에서도 아랑곳하지 않고 ‘피가로의 결혼’을 성공시킨다. 그러나 귀족사회를 풍자했다는 이유로 계급사회에서 철저히 배척당하는 모차르트. 35세의 천재음악가 모차르트는 날이 갈수록 이 모든 것에 지쳐간다.",해외,프랑스 / 한국,2qvI_2QG8jA,SK플래닛,-,전체 관람가,133분,-,멜리사 마르스 플로랑 모트 디앙 다씨니 미켈란젤로 로콩테 ,  올리비에 다한 Olivier Dahan (제작) 알베르 코엔 Albert Cohen (공동제작) 도브 아띠아 Dove Attia (공동제작) 김영근 (디지털처리부문),-,-,-,-,ntAyIcGUEg8,
2011,2011 .09.15 개봉,영화,드라마,모차르트 타운,전규환,https://movie-phinf.pstatic.net/20111223_119/1324646010806dl8fy_GIF/movie_image.jpg,"서울에 교환교수로 잠시 들른 피아니스트 사라. 그녀의 눈에는 이 도시가 깨끗하고 평화롭게 보일 뿐 도시가 앓고 있는 슬픈 외로움 같은 것은 보이지 않는다. 그녀는 그저 사치스런 여행객의 시선으로 행복한 여행을 즐긴다. 하지만 정작 이 도시에서 태어나 살고 있는 사람, 오랜 세월 이 도시에 머물며 생활하는 노동자들은 여행객들이 볼 수 없는 처절한 외로움, 슬픔과 싸우며 살아간다.@ @ 제10회 오시안 씨네판 - 메인경쟁부문 Asia and Arab Competition@ 제21회 동경국제영화제 The winds of Asia-Middle East Competition@ 제12회 탈린 블랙나이츠 영화제 - 메인경쟁부문 EurAsia Competition@ 2009 필라델피아 독립영화제 - 메인경쟁부문 Main Competition",국내,한국,9yahy4wncKk,트리필름,-,청소년 관람불가,90분,-,김일섭 송요셉 이윤상 소니아 클린거 엔지 블레이즈 그바토 문형주 박승배 오성태 주유랑 ,  최미애 (프로듀서) 최미애 (제작투자),배우/제작진 수상 이력@수상정보 테이블표@2008@제 21회 도쿄국제영화제@후보@아시아의 바람 (전규환),-,-,446,9yahy4wncKk,
2011,2011 .02.17 개봉,영화,"드라마, 멜로/로맨스, 전쟁",몽골,세르게이 보드로프,https://movie-phinf.pstatic.net/20111223_118/1324631936703n8n1O_JPEG/movie_image.jpg,"세력 다툼이 끊이지 않았던 12세기 몽골. 여기 훗날 인류의 영웅이자 대륙의 지배자로 불리게 되는 대 몽골 제국의 창시자, 테무진이 태어난다. 계속되는 투쟁과 혼란 속에서 일찍이 아버지를 잃은 소년 테무진은 어린 시절 결혼을 약속한 보르테를 다시 만나게 되면서 남자로서 갖추어야 할 의무와 소중한 것을 지키는 방법을 깨닫는다.@ 몇 년 후, 적에 의해 사랑하는 여인 보르테가 납치되는 아픔을 겪고 적의 아이를 배속에 품고 돌아온 그녀를 지켜보던 그는 모든 이들의 진정한 평화를 위해 몽골의 혼란을 끝내기로 마음먹고 진정한 칸으로 다시 태어나기로 결심하는데…",해외,러시아 연방 / 독일 / 카자흐스탄,JYz8M3srvDk,"위드시네마 , WELL CAM",(주)마운틴픽쳐스,15세 관람가,126분,-,지 리 무 투 벤 혼 선 히 퀴 아마두 마마다코프 바 센 아리야 쿨란 추루운 순홍레이 아사노 타다노부 ,  아리프 얄리예프 Arif Aliyev (각본) 세르게이 보드로프 Sergey Bodrov (각본) 토머스 슈나이더 Thomas Schneider (프로듀서) 세르게이 보드로프 Sergey Bodrov (제작) 안톤 멜닉 Anton Melnik (제작) 세르게이 셀야노브 Sergei Selyanov (제작) 스테판 안드트 Stefan Arndt (공동제작) 마누엘라 스테르 Manuela Stehr (공동제작) 마르코스 칸티스 Marcos Kantis (라인프로듀서) 울리 뉴먼 Ulli Neumann (라인프로듀서) 맥스 왕 Max Wang (라인프로듀서) 밥 버니 Bob Berney (기획) 블랏 갤림게레예브 Bulat Galimgereyev (기획) 알렉 슐만 Alec Schulmann (기획) 로지어 스토퍼스 Rogier Stoffers (촬영) 세르게이 트로피모브 Sergey Trofimov (촬영) 투오마스 칸텔리넨 Tuomas Kantelinen (음악) 왕 민 콰 Wang Min Kwa (아트디렉터) 하이 밍 시앙 Hai Ming Xiang (아트디렉터) 예레나 주코바 Yelena Zhukova (아트디렉터) 다쉬 남다코브 Dashi Namdakov (미술) 신 웨이 안 Xin Wei An (세트) 카린 로어 Karin Lohr (의상) 발디스 오스카즈도티르 Valdis Oskarsdottir (편집) 자크 스탠버그 Zach Staenberg (편집) 웰캠 (수입) 정두홍 (무술감독) 한 웨이 비아오 Han Wei Biao (배역) 굴삿 오마로바 Gulshat Omarova (배역) 우이 리 지 투 Ui Ri Ji Tu (배역),배우/제작진 수상 이력@수상정보 테이블표@2008@제 2회 아시안 필름 어워드@수상@남우조연상 (순홍레이)@제 21회 유럽영화상@후보@관객상 (세르게이 보드로프)@후보@유러피안 촬영상 (로지어 스토퍼스 외1명)@제 32회 홍콩 국제 영화제@후보@상영작 (세르게이 보드로프)@제 80회 미국 아카데미 시상식@후보@외국어영화상 (세르게이 보드로프)@2007@제 2회 로마 국제영화제@후보@시네마 2007 (세르게이 보드로프)@제 32회 토론토국제영화제@후보@특별한 발표 부문 (세르게이 보드로프),-,-,-,5WIEjNDdMtQ,
2011,2011 .05.03 개봉,영화,"에로, 드라마",몽정애,이세일,https://movie-phinf.pstatic.net/20121127_267/1354000545027K55dI_JPEG/movie_image.jpg,"어느 날 한 남자 민우의 꿈속에 그녀는 아련하게 나타난다. 민우의 꿈속에서 정사를 함께 나눈 그녀의 정체는 도무지 알아낼 방법도 없고, 그럴 만한 마음의 여유도 찾을 수 없다. 무미건조하게 흘러가는 민우의 일상에 점점 더 차가워지는 와이프 연주와의 깊어가는 갈등. 애써 모든 상황들을 모면하기 위해 아내 연주의 비위를 맞추려 노력하고 재기를 위해 이력서를 고쳐나가는 민우. 대학 때부터 결혼한 지금까지 민우 부부와 함께 가깝게 지내는 다은. 우연히 연주가 민우가 아닌 다른 남자와 다정히 어디론가 향하는 것을 목격하는 다은. 민우와 연주의 깊은 냉골의 중심에 선 다은은 외로워 보이고, 애써 밝아 보이려 노력하는 민우의 곁에 서서 그의 손을 잡는다. 둘은 결국 몽환적인 하룻밤을 보내게 된다. 꿈속에서 나누었던 사랑이 실제로 이들의 눈앞에 다가왔다.",국내,한국,s64WKVttYCU,-,-,청소년 관람불가,70분,-,유옥주 정성훈 ,-,-,-,-,-,auVqHlw5MCk,
2011,2011 .04.14 개봉,영화,드라마,무산일기,박정범,https://movie-phinf.pstatic.net/20111223_24/1324635506528lmJbf_JPEG/movie_image.jpg,"125로 시작되는 주민등록번호는 북한에서 온 사람에게 붙여주는 숫자이다. 남한 사회에서 살아가려고 애쓰지만 서로를 속여 가며 그들끼리도 불신감이 쌓여간다. 전승철은 삶을 견딜 수 있을까. 박정범 감독은 주인공과 연출을 동시에 해내면서, 한국 사회의 어둠을 스크린 위로 끌어 올린다.@ 탈북자 전승철은 전단지를 돌리며 생계를 이어나가고 있다. 같은 교회에 다니는 숙영을 좋아하지만, 비루한 자신의 처지를 알기에 쉽게 다가가지 못하고 있다. 승철과 같이 사는 탈북자인 경철은 탈북자들의 돈을 모아 몰래 북한 가족에게 보내주는 브로커 일을 하다가 삼촌에게 사기를 당하게 된다. 승철에게 자신이 숨겨놓은 돈을 가져다 달라고 부탁을 하는데…",국내,한국,Xjcz8TdxxFc,세컨드윈드 필름,영화사 진진,15세 관람가,127분,-,김명두 노융성 이정현 김민호 권귀덕 박영덕 강은진 진용욱 박정범 ,  박정범 (각본) 황정우 (제작부장) 정준미 (제작부) 한동희 (제작부) 박정범 (제작) 김난숙 (공동투자) 이진욱 (라인프로듀서) 이지훈 (촬영부) 강소희 (촬영부) 김종선 (촬영) 이종석 (조명) 서호영 (조명부) 최명순 (조명부) 김용진 (조명부) 이석술 (연출부) 정보람 (연출부) 이아롱 (스크립터) 노정욱 (조감독) 문준영 (동시녹음) 윤유경 (음향) 백여진 (음향) 은희상 (미술) 홍수동 (타이틀) 김민주 (분장) 라광요 (현장편집) 조현주 (편집) 권귀덕 (무술감독) 장형수 (포스트프로덕션 슈퍼바이저) 김영희 (디지털처리) 이승제 (자막) 박윤서 (자막) 김민호 (무술팀) 정태원 (배급부문) 서영주 (배급부문) 김윤정 (배급부문) 김희연 (배급부문) 권유라 (배급부문) 정은정 (배급부문) 양혜나 (배급부문) 김태준 (배급부문) 장선영 (마케팅부문) 양희순 (마케팅부문) 임진희 (마케팅부문) 이선희 (마케팅부문) 황혜림 (번역),"배우/제작진 수상 이력@수상정보 테이블표@2018@제 13회 런던한국영화제@후보@특별상영 (박정범)@2014@제 4회 북한인권국제영화제@후보@초청작 (박정범)@2013@제 1회 디아스포라 영화제@후보@장편영화 (박정범)@제 1회 서울시민영화제@후보@서울, 특별시민 (박정범)@2011@제 29회 뮌헨 국제영화제@후보@극동 포커스 부문 (박정범)@제 12회 도쿄필름엑스@후보@도쿄필름엑스 경쟁 (박정범)@수상@심사위원특별상 (박정범)@제 3회 DMZ국제다큐멘터리영화제@후보@특별상영작 (박정범)@제 10회 트라이베카 필름 페스티벌@수상@최우수 신인 감독상 (박정범)@제 20회 부일영화상@수상@신인 감독상 (박정범)@후보@신인 남자 연기상 (박정범)@제 31회 하와이국제영화제@후보@필름 포 소트 (박정범)@제 9회 서울국제사랑영화제@후보@SIAFF 특별전 (박정범)@제 40회 로테르담 국제영화제@수상@VPRO 타이거상 (박정범)@수상@국제비평가협회(FIPRESCI)상 (박정범)@후보@타이거 경쟁 (박정범)@제 54회 샌프란시스코 국제 영화제@수상@신인감독상 (박정범)@제 31회 한국영화평론가협회상@수상@신인감독상 (박정범)@제 13회 도빌아시아영화제@수상@심사위원상 (박정범)@제 32회 청룡영화상@후보@신인감독상 (박정범)@후보@신인남우상 (박정범)@제 11회 광주국제영화제@후보@휴머니티 비전 (박정범)@2010@제 10회 마라케시국제영화제@수상@대상(금별상) (박정범)@제 36회 서울독립영화제@후보@국내초청 (박정범)@제 15회 부산국제영화제@수상@국제영화평론가 협회상 (박정범)@수상@뉴 커런츠상 (박정범)@접기",-,-,11268,exRzEFWOO6k,
2011,2011 .01.03 개봉,영화,"범죄, 드라마, 미스터리",무언의 목격자 시즌14,윌리엄 가미나라  톰 와드  에밀리아 폭스,https://movie-phinf.pstatic.net/20111226_270/1324864466124mrvRr_JPEG/movie_image.jpg,병리학자들이 부검을 통해 살인사건을 해결해 나가는 범죄수사드라마,해외,영국,rMHUl6ehmM8,-,-,-,60분,-,에밀리아 폭스 톰 와드 윌리엄 가미나라 ,-,-,-,-,-,YY1HdYWPLqI,
2011,2011 .11.17 개봉,영화,"액션, 드라마",무협,진가신,https://movie-phinf.pstatic.net/20111224_167/1324652821491BLg9L_JPEG/movie_image.jpg,"무武를 버린 자 vs 협俠을 쫓는 자. 그리고 그들을 추격하는 어두운 과거!@ 청나라 말기, 중국 서남부의 한 작은 마을. 종이 기술자로 평화롭게 살던 진시(견자단)는 어느 날 마을의 상점을 덮친 강도를 우연치 않게 막아낸다. 시체를 부검하던 수사관 바이쥬(금성무)는 강도의 죽음이 사고사가 아님을 의심하고, 평범한 촌부인 진시의 실체를 파헤치게 된다. 전 남편에게 버림받은 기억을 감춘 채 불안하지만 진시와 행복한 나날을 보내는 시골 아낙네 아유(탕웨이)는 바이쥬의 등장이 불편하다. 인체의 혈에 대한 해박한 지식과 사건 현장의 증거를 토대로 사건을 재구성해 보는 바이쥬는 결국 진시의 정체를 밝혀 내고 그를 법의 심판대에 올리려고 한다. 이로 인해 진시의 어두운 과거가 드러나고, 마침내 아버지의 조직인 72파에 맞서, 마을과 자신의 가족을 지키기 위한 마지막 결전이 시작된다.",해외,홍콩,EFdHi8y66f0,봄비,NEW,15세 관람가,115분,-,엄화 타니가키 켄지 이소염 강무 탕웨이 금성무 견자단 ,  여요휘 (촬영) 포헌명 Jake Pollock (촬영) 노파와트 리키? Nopawat Likitwong (음향효과) 트레이셉 웡패이분 Traithep Wongpaiboon (음향효과) 진광영 Kwong Wing Chan (음악) 피터 캄 Peter Kam (음악) 차카이 퐁프라파판 Chatchai Pongprapaphan (음악) 영곽인 YUNG Kwok Yin (시각효과) 앤디 강 Andy Kang (시각효과) 오리로 Dora Ng (의상) 데렉 후이 Derek Hui (편집) 김시균 (시각효과부문) 견자단 Donnie Yen Ji-Dan (무술감독) 서상혁 (시각효과부문) 송재우 (시각효과부문) 박성진 (시각효과부문) 나일환 (시각효과부문) 해중문 Yee Chung Man (예술감독),배우/제작진 수상 이력@수상정보 테이블표@2012@제 11회 달라스 아시안 영화제@후보@비경쟁 (진가신)@제 11회 뉴욕 아시아 영화제@후보@홍콩영화 (진가신)@제 16회 판타지아 영화제@후보@장편 영화 (진가신)@제 6회 아시아 태평양 스크린 어워드@후보@촬영상 (여요휘)@후보@최우수 작품상 (진가신)@제 45회 시체스영화제@수상@카사 아시아 (진가신)@제 6회 아시안 필름 어워드@후보@최우수 시각효과상 (영곽인 외 1명)@수상@최우수 작곡상 (진광영)@수상@최우수 제작디자인상 (해중문)@수상@최우수 촬영상 (여요휘)@후보@최우수작품상 (영곽인)@제 55회 샌프란시스코 국제 영화제@후보@월드 시네마 (진가신)@제 31회 홍콩금상장영화제@후보@남우조연상 (왕우)@후보@무술감독상 (견자단)@후보@미술상 (해중문)@후보@시각효과상 (영곽인 외 1명)@후보@여우조연상 (혜영홍)@후보@여우주연상 (탕웨이)@수상@영화음악상 (피터 캄)@후보@음향효과상 (노파와트 리키? 외 1명)@후보@의상&메이크업상 (오리로)@후보@주제가상 (迷走江湖)@수상@촬영상 (여요휘)@후보@편집상 (데렉 후이)@제 14회 도빌아시아영화제@수상@액션 아시아상 (진가신)@제 66회 에든버러국제영화제@후보@디렉터스쇼케이스 부문 (진가신)@제 48회 시카고국제영화제@후보@월드 시네마 (진가신)@제 38회 시애틀국제영화제@후보@아시안 크로스로드 (진가신)@2011@제 13회 씨네마닐라 국제영화제@후보@필리핀 파노라마 (진가신)@제 38회 겐트 영화제@후보@공식부문 - 경쟁 (진가신)@제 48회 금마장@후보@남우조연상 (왕우)@후보@분장/의상디자인상 (오리로)@수상@시각효과상 (영곽인 외 1명)@수상@액션감독상 (견자단)@수상@예술감독상 (해중문)@후보@음향효과상 (노파와트 리키? 외 1명)@제 64회 칸영화제@후보@심야상영 (진가신)@제 16회 부산국제영화제@후보@갈라 프레젠테이션 (진가신)@접기,-,-,28750,-,
2011,2011 .12.08 개봉,영화,"멜로/로맨스, 드라마",물 없는 바다,김관철,https://movie-phinf.pstatic.net/20111224_197/1324655139265NNp03_JPEG/movie_image.jpg,"마음 없는 말 때문에 삶이 고단한 남자와@ 닫혀버린 마음 때문에 삶이 두려운 여자의 힐링로맨스@ 무의식적으로 욕을 내뱉는 틱 장애를 가진 동수는 일주일에 두 번, 생필품 배달부라는 아르바이트로 예리의 옥탑방을 찾는다. 동생의 죽음 이후 죄의식에 방 안에만 갇혀 있던 예리. 온라인 소설을 연재하며 바깥 세상과 소통 해오던 예리는, 자신의 집을 찾는 동수에게 위안을 얻는다. 일주일에 두 번의 만남. 동수와 예리는 그 누구에게도 열지 못했던 마음의 이야기를 꺼내기 시작하는데… 예리는 물 없는 바다를 보고 싶어 했던 동생의 이야기를 꺼내고, 동수는 예리의 소원을 들어주기로 결심한다. 동수와 함께 마침내 집 밖을 나서는 예리, 물 없는 바다를 만날 수 있을까?",국내,한국,AfJas58NV1A,D.K picture,인디스토리,15세 관람가,88분,-,신철진 유호린 김동현 ,  김관철 (각본) 김상수 (프로듀서) 고민욱 (연출부) 홍선아 (스크립터) 전병철 (조감독) 김상현 (음악) 신민용 (음악) 김병오 (무술감독) 강숙 (콘티),-,-,-,  ,JdXeyu6wiZM,
2011,2011 .10.27 개봉,영화,드라마,뮤직 네버 스탑,짐 콜버그,https://movie-phinf.pstatic.net/20111223_63/1324648123711I9Nro_JPEG/movie_image.jpg,"가출한지 20년만에 뇌종양 환자로 만난 아들@ 어느 날 집으로 걸려온 전화, 가출한지 20년이 된 아들을 찾았다는 소식이었다. 아들을 만난 기쁨도 잠시, 오랜 노숙자 생활을 했던 아들은 뇌종양 수술로 기억이 15년 전에서 멈춰져 있다. 부모들에겐 대화조차 불가능해진 아들과의 만남은 기쁨보다는 가슴 아픈 슬픔으로 다가온다.@ 뇌의 기능은 멈췄지만 비틀즈의 노래에는 반응한다@ 아들의 간병 중, 뇌기능 손상 환자에게 음악이 좋은 치료가 된다는 기사를 읽고 아버지는 어린 시절 아들과 함께 들었던 추억 가득한 음악을 들려준다. 하지만 아들은 아버지가 들려주는 음악에는 관심이 없고 우연히 라디오에서 흘러나온 비틀즈의 노래에 관심을 보이며 대화를 하기 시작하는데… 이제, 기억이 멈춘 아들을 위한 아버지의 눈물 겨운 락앤롤 정복기가 시작된다.",해외,미국,dVtMrEL9KA4,드림웨스트 픽쳐스,(주)예지림 엔터테인먼트,12세 관람가,105분,-,W.A. 월터스 조쉬 세가라 게일 브루노 조셉 베실 웨이드 마이리어스 엘리시아 시걸 버즈 로디 마이클 벨브더토 에리카 버그 리치 캠벨 케빈 캐넌 맥스 앤티셀 안소니 델 네그로 페기 고믈리 켈리 오코인 본 골랜드 알렉스 지왁 조 어반 스콧 애짓 카라 세이무어 타미 브랜차드 미아 마에스트로 루 테일러 푸치 줄리아 오몬드 J.K. 시몬스 ,  그윈 루리 Gwyn Lurie (각본) 게리 마크스 Gary Marks (각본) 올리버 색스 Oliver Sacks (각본) 그렉 존슨 Greg Johnson (제작) 짐 콜버그 Jim Kohlberg (제작) 피터 뉴먼 Peter Newman (제작) 조지 패스웰 George Paaswell (공동제작) 브래드 러프 Brad Luff (기획) 닐 H. 모리츠 Neal H. Moritz (기획) 스티븐 카즈미스키 Stephen Kazmierski (촬영) 매튜 메이슨 Matthew Mason (조감독) 켄 트워이 Ken Twohy (조감독) 폴 캔텔론 Paul Cantelon (음악) 마이클 아헌 Michael Ahern (아트디렉터) 제니퍼 데그한 Jennifer Dehghan (미술) 다이아나 살즈버그 Diana Salzburg (세트) 잭키 로치 Jacki Roach (의상) 케이스 리머 Keith Reamer (편집) 콜린 캘러헌 Colleen Callaghan (분장부문) 샤론 일슨 Sharon Ilson (분장부문) 아만다 밀러 Amanda Miller (분장부문) 안토니아 다우핀 Antonia Dauphin (배역) 조지 패스웰 George Paaswell (프로덕션매니저) 조나단 쇼메이커 Jonathan Shoemaker (프로덕션매니저),-,-,-,1213,-,
2011,2011 .12.15 개봉,영화,액션,미션 임파서블 : 고스트 프로토콜,브래드 버드,https://movie-phinf.pstatic.net/20111224_51/1324653619548TaVzb_JPEG/movie_image.jpg,"지상 최대의 스케일, 사상 초유의 액션@ 불가능한 미션이 다시 시작된다!@ 러시아 크렘린 궁 폭발 테러 사건에 연루되어 위기를 맞게 된 IMF(Impossible Mission Force).@ 국가적 분쟁을 피하기 위해 정부는 IMF 조직에 대해 ‘고스트 프로토콜’을 발동하고, 조직의 과거도 정체도 모두 지워버린다.@ 순식간에 국제 테러리스트가 되어 버린 특수비밀요원 ‘이단 헌트’(톰 크루즈)는 자신과 조직의 명예를 되찾기 위해 지상 최대의 불가능한 미션을 다시 시작한다!",해외,미국,VLiAEXZK0qY,파라마운트 픽쳐스,CJ 엔터테인먼트,15세 관람가,132분,-,마이크 도퍼드 톰 윌킨슨 미셸 모나한 타미 후이 키스 달라스 니콜라 앤더슨 돈 추베이 드미트리 체포벳스키 안드레아스 위스니에우스키 지나 허쉬 에이프릴 스튜어트 브라이언 카스피 이보 노박 마틴 허브 비탈리 크레브첸코 파벨 카이즐 잔 파벨 필리펜스키 래디스라브 버랜 파벨 베즈덱 이반 쉬베도프 빙 라메스 새무리 에델만 미라이 그르빅 블라디미르 마쉬코프 다렌 샤라비 아닐 카푸르 미카엘 니크비스트 레아 세이두 조쉬 할로웨이 폴라 패튼 사이먼 페그 제레미 레너 톰 크루즈 ,  조시 애펠바움 Josh Appelbaum (각본) 안드레 네멕 Andre Nemec (각본) J.J. 에이브럼스 J.J. Abrams (원안) 톰 크루즈 Tom Cruise (원안) 데이비드 민코브스키 David Minkowski (프로듀서) 타브레즈 누라니 Tabrez Noorani (프로듀서) 매튜 스틸먼 Matthew Stillman (프로듀서) J.J. 에이브럼스 J.J. Abrams (제작) 브라이언 버크 Bryan Burk (제작) 톰 크루즈 Tom Cruise (제작) 토미 하퍼 Tommy Harper (공동제작) 제프리 체노브 Jeffrey Chernov (기획) 데이빗 엘리슨 David Ellison (기획) 로버트 엘스윗 Robert Elswit (촬영) 댄 브래들리 Dan Bradley (조감독) 미샤 버코우스키 Misha Bukowski (조감독) 제프리 핸슨 Geoffrey Hansen (조감독) 케빈 오닐 Kevin O'Neil (조감독) 마이클 지아치노 Michael Giacchino (음악) 랄로 쉬프린 Lalo Schifrin (음악) 마이클 다이너 Michael Diner (아트디렉터) 헬렌 자비스 Helen Jarvis (아트디렉터) 크리스타 먼로 Christa Munro (아트디렉터) 마틴 박카 Martin Vackar (아트디렉터) 그랜트 반 더 슬라그트 Grant Van Der Slagt (아트디렉터) 제임스 D. 비셀 James D. Bissell (미술) 로즈메리 브랜던버그 Rosemary Brandenburg (세트) 엘리자베스 윌콕스 Elizabeth Wilcox (세트) 마이클 카플란 Michael Kaplan (의상) 폴 허쉬 Paul Hirsch (편집) 마이클 브룸 Michael Broom (분장부문) 모니카 위페르 Monica Huppert (분장부문) 양흥모 (시각효과부문) 낸시 비솝 Nancy Bishop (배역) 하이크 브랜드스타터 Heike Brandstatter (배역) 코린 메이어스 Coreen Mayrs (배역) 에이프릴 웹스터 April Webster (배역) 앨리사 웨이스버그 Alyssa Weisberg (배역) 보니 벤윅 Bonnie Benwick (프로덕션매니저) 스튜어트 베순 Stewart Bethune (프로덕션매니저) 토미 하퍼 Tommy Harper (프로덕션매니저) 벤 로젠블러 Ben Rosenblatt (프로덕션매니저) 리처드 스터링 Richard Stirling (프로덕션매니저) 스콧 탤러 Scott Thaler (프로덕션매니저),"배우/제작진 수상 이력@수상정보 테이블표@2012@제 38회 새턴 어워즈@후보@최우수 감독상 (브래드 버드)@후보@최우수 남우주연상 (톰 크루즈)@수상@최우수 액션,모험상 (브래드 버드)@후보@최우수 여우조연상 (폴라 패튼)@후보@최우수 음악상 (마이클 지아치노)@수상@최우수 편집상 (폴 허쉬)@제 21회 MTV 영화 & TV 어워즈@후보@최고의 속뒤집히는 순간 (톰 크루즈)@후보@최고의 싸움상 (톰 크루즈)",-,-,7508976,2lMIzATX57o,
